Items,Antecedent,Consequent,Support,Confidence,Lift
"+Size, +NumPullRequests, +WordsInDiscussion, LowChangeSet","+NumPullRequests, +WordsInDiscussion, LowChangeSet",+Size,0.011494252873563218,0.35294117647058826,1.4857685009487667
"+Size, +NumPullRequests, +WordsInDiscussion, MajorContributor","+NumPullRequests, +WordsInDiscussion, MajorContributor",+Size,0.044061302681992334,0.32394366197183094,1.3636983189459335
"+Size, +NumPullRequests, +WordsPerComment, MajorContributor","+NumPullRequests, +WordsPerComment, MajorContributor",+Size,0.022988505747126436,0.375,1.5786290322580645
"+Size, +NumPullRequests, HighHunksCount, -WordsPerComment","+NumPullRequests, HighHunksCount, -WordsPerComment",+Size,0.011494252873563218,0.375,1.5786290322580645
"+Size, +NumPullRequests, HighCodeChurn, HighHunksCount","+NumPullRequests, HighCodeChurn, HighHunksCount",+Size,0.01532567049808429,0.4,1.6838709677419355
"+Size, MajorContributor, +NumPullRequests, HighCodeChurn","MajorContributor, +NumPullRequests, HighCodeChurn",+Size,0.02490421455938697,0.3421052631578947,1.440152801358234
"+Size, +NumPullRequests, MajorContributor, HighHunksCount","+NumPullRequests, MajorContributor, HighHunksCount",+Size,0.028735632183908046,0.3488372093023256,1.4684921230307577
"+Size, LowCodeChurn, +NumPullRequests, LowChangeSet","LowCodeChurn, +NumPullRequests, LowChangeSet",+Size,0.0210727969348659,0.40740740740740744,1.7150537634408602
"+Size, +NumPullRequests, LowChangeSet, MajorContributor","+NumPullRequests, LowChangeSet, MajorContributor",+Size,0.019157088122605363,0.4545454545454545,1.9134897360703809
"+Size, LowCodeChurn, +NumPullRequests, MajorContributor","LowCodeChurn, +NumPullRequests, MajorContributor",+Size,0.01532567049808429,0.3076923076923077,1.2952853598014888
"+Size, LowCodeChurn, +NumPullRequests, MinorContributor","LowCodeChurn, +NumPullRequests, MinorContributor",+Size,0.013409961685823755,0.4666666666666667,1.9645161290322581
"+NumPullRequests, +WordsInDiscussion, -Cohesion, HighHunksCount","+NumPullRequests, +WordsInDiscussion, HighHunksCount",-Cohesion,0.01532567049808429,0.3076923076923077,5.948717948717949
"-Size, +NumPullRequests, +WordsInDiscussion, HighHunksCount","+NumPullRequests, +WordsInDiscussion, HighHunksCount",-Size,0.019157088122605363,0.38461538461538464,2.7502634351949427
"+NumPullRequests, HighHunksCount, -Cohesion, -WordsPerComment","+NumPullRequests, HighHunksCount, -WordsPerComment",-Cohesion,0.011494252873563218,0.375,7.25
"MinorContributor, LowCodeChurn, +NumPullRequests, -Complexity","LowCodeChurn, +NumPullRequests, MinorContributor",-Complexity,0.011494252873563218,0.4,3.4800000000000004
"-Size, +NumPullRequests, HighHunksCount, -WordsPerComment","+NumPullRequests, HighHunksCount, -WordsPerComment",-Size,0.013409961685823755,0.43750000000000006,3.1284246575342474
"-Size, +NumPullRequests, HighCodeChurn, HighHunksCount","+NumPullRequests, HighCodeChurn, HighHunksCount",-Size,0.013409961685823755,0.35000000000000003,2.502739726027398
"-Size, +NumPullRequests, MajorContributor, HighHunksCount","+NumPullRequests, MajorContributor, HighHunksCount",-Size,0.032567049808429116,0.3953488372093023,2.8270149729213125
"+Size, +WordsInDiscussion, +WordsPerComment, HighHunksCount","+WordsPerComment, +WordsInDiscussion, HighHunksCount",+Size,0.019157088122605363,0.41666666666666663,1.754032258064516
"+Size, +WordsInDiscussion, +WordsPerComment, LowChangeSet","+WordsPerComment, +WordsInDiscussion, LowChangeSet",+Size,0.013409961685823755,0.35000000000000003,1.4733870967741935
"+Size, LowCodeChurn, +WordsInDiscussion, +WordsPerComment","+WordsPerComment, LowCodeChurn, +WordsInDiscussion",+Size,0.013409961685823755,0.3181818181818182,1.3394428152492668
"+Size, HighHunksCount, +WordsInDiscussion, -WordsPerComment","HighHunksCount, +WordsInDiscussion, -WordsPerComment",+Size,0.03065134099616858,0.3902439024390244,1.6428009441384737
"+Size, LowChangeSet, +WordsInDiscussion, -WordsPerComment","LowChangeSet, +WordsInDiscussion, -WordsPerComment",+Size,0.019157088122605363,0.5263157894736842,2.2156196943972835
"+Size, LowCodeChurn, +WordsInDiscussion, -WordsPerComment","LowCodeChurn, +WordsInDiscussion, -WordsPerComment",+Size,0.0210727969348659,0.31428571428571433,1.3230414746543782
"+Size, LowChangeSet, +WordsInDiscussion, HighHunksCount","LowChangeSet, +WordsInDiscussion, HighHunksCount",+Size,0.01532567049808429,0.8,3.367741935483871
"+Size, +WordsInDiscussion, MajorContributor, HighHunksCount","+WordsInDiscussion, MajorContributor, HighHunksCount",+Size,0.04789272030651341,0.4166666666666667,1.7540322580645162
"+Size, LowCodeChurn, +WordsInDiscussion, LowChangeSet","LowCodeChurn, +WordsInDiscussion, LowChangeSet",+Size,0.019157088122605363,0.3571428571428571,1.5034562211981564
